ID;d_visi;J?su dzimums;Vecums;Vecums;Dzimšanas gads;J?su ?imenes st?voklis;Cik cilv?ku dz?vo J?su m?jsaimniec?b?, ieskaitot J?s;Vai J?su ?imen? ir b?rni vecum? l?dz 18 gadiem (ieskaitot), kuri dz?vo kop? ar Jums?;J?s dz?vojat…;K?da ir J?su izgl?t?ba?;Izgl?t?ba;K?da ir J?su taut?ba?;Taut?ba;K?d? valod? galvenok?rt J?s run?jat ?imen??;Vai Jums ir LR pilson?ba?;K?d? sektor? J?s str?d?jat:;Pamatnodarbošan?s (Zemnieks pie pašnodarbin?t?);Pamatnodarbošan?s;M?neša vid?jie ien?kumi uz vienu ?imenes locekli (kop?jais);M?neša vid?jie ien?kumi uz vienu ?imenes locekli (kvintiles);Re?ions;Re?ions (v?l?š. apg.);Novads;L?dzu, atz?m?jiet, kur? pils?t? vai pagast? J?s dz?vojat. Ja Jums ir vair?kas dz?vesvietas, l?dzu, atz?m?jiet to, kur J?s dz?vojat visbiež?k.;Apdz?vota vieta;K?d? valod? notika intervija?;Intervijas beigu laiks;Intervijas s?kuma laiks;Intervijas datums;Intervijas garums (min);Apdz?vota vieta;Vai ?imen?, kur? J?s uzaug?t, bija k?das ar dzied?šanu saist?tas trad?cijas (š?pu?dziesmas, jubil?ra apsveikšana dziedot, dzied?šana savies?gos m?jas pas?kumos, m?jas ball?t?s, vec?ki dzied?ja kor? u.tml.)?;L?dzu, atz?m?jiet visus apgalvojumus, kuri raksturo J?su dzied?šanas paradumus. - Dziedu kor?;Dungoju ik uz so?a;M?dzu dzied?t l?dzi vai k? dal?bnieks Dziesmu sv?tku koncertos;M?dzu dzied?t l?dzi citos koncertos;M?dzu dzied?t pie J??u ugunskura;Dziedu l?dzi, kad svin?gos br?žos tiek dzied?ta valsts himna;M?dzu dzied?t, apsveicot jubil?ru;Dažk?rt m?dzu dzied?t ball?t?s, savies?gos pas?kumos;M?dzu dzied?t duš?;Dažk?rt dziedu vienatn?, attiec?g? garast?vokl?, kad sp?l? dziesmu, kura man pat?k;M?dzu dzied?t bazn?c?, Dievkalpojumos;M?dzu dzied?t, braucot automaš?n?;M?dzu dzied?t b?rniem/ kop? ar b?rniem;M?dzu dzied?t cit?s situ?cij?s;Nekad nedziedu;Cik labi J?s p?rzin?t latviešu tautasdziesmas?;Kuras tr?s no š?m tautasdziesm?m Jums pat?k vislab?k? - Skaisti dziedi lakst?gala;Tumša nakte, za?a z?le;?vu, ?vu baltas k?jas;R?ga dimd;Kur tu skriesi, vanadzi?(i);Kraukl?t’s s?ž ozol?;P?t, v?ji?i;Neviena;Gr?ti pateikt;Vai J?s piekr?tat apgalvojumam, ka latvieši ir dzied?t?ju tauta?;Vai J?s piekr?tat apgalvojumam, ka m?su dien?s latvieši ir maz?k? m?r? dzied?t?ju tauta, nek? pusi gadsimta atpaka??;Vai, J?supr?t, dzied?tprasme ir apg?stama?;Vai J?s v?l?tos iem?c?ties dzied?t lab?k?;Cik Jums ir svar?gi, lai b?rni Latvij? turpina dzied?šanas trad?cijas?;weight
837;Visi respondenti;Sieviete;40.00;35 - 44;1978;Š??ries (-usies) vai nedz?vo kop? ar v?ru/ sievu;2;J?;Dz?vokl? daudzdz?vok?u m?ja;Augst?k?;Augst?k?;Cits (-ta);Cits (-ta);Latviešu;J?;Priv?taj? sektor?;Speci?lists, ier?dnis, nestr?d? fizisku darbu;Str?d?jošie;350.00;Eur 251 - Eur 350;R?ga;R?ga;R?ga;R?ga;R?ga;LAT;14.03.2018 10:51;14.03.2018 10:47;14-MAR-2018;12:03:53 priekšp.;R?ga;J?;0;1;0;1;0;1;1;1;1;1;1;1;0;1;0;Visbiež?k zinu pirm?s rindi?as vai piedzied?jumu;0;1;0;0;0;0;0;0;0;Piln?b? piekr?tu;Piln?b? piekr?tu;J?;J?, un ir konkr?ti nodomi vai ap?emšan?s to dar?t;Tas ir ?oti svar?gi;0.953950674
839;Visi respondenti;Sieviete;54.00;45 - 54;1964;Prec?jies (-usies) vai dz?vo ar partneri;7;N?;Savrupm?ja, priv?tm?ja;Profesion?l? vid?j?/ vid?j? speci?l?;Vid?j?, vid?j? profesion?l?;Latvietis (-te);Latvietis (-te);Latviešu;J?;Nestr?d?;Bezdarbnieks;Nestr?d?jošie;15.00;Eur 0 - Eur 250;Pier?ga;Zemgale;Tukuma novads;Jauns?tu pagasts;Lauki;LAT;14.03.2018 10:55;14.03.2018 10:49;14-MAR-2018;12:06:02 priekšp.;Lauku teritorija;N?;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;Popul?r?kaj?m dziesm?m varu nodzied?t dažus pantus;1;1;0;0;0;0;1;0;0;Piln?b? piekr?tu;Dr?z?k nepiekr?tu;N?, viss atkar?gs no iedzimt?m sp?j?m;Gr?ti pateikt;Tas ir dr?z?k svar?gi;0.847083919
841;Visi respondenti;Sieviete;68.00;64 - 75;1950;Prec?jies (-usies) vai dz?vo ar partneri;2;N?;Dz?vokl? daudzdz?vok?u m?ja;Vid?j?;Vid?j?, vid?j? profesion?l?;Latvietis (-te);Latvietis (-te);Latviešu;J?;Nestr?d?;Pension?rs (-e);Nestr?d?jošie;390.00;Eur 351 - Eur 499;Zemgale;Zemgale;J?kabpils;J?kabpils;Cita pils?ta;LAT;14.03.2018 10:56;14.03.2018 10:50;14-MAR-2018;12:06:01 priekšp.;Liel?s pils?tas;J?;0;0;0;1;0;1;1;0;0;1;0;1;0;0;0;Visbiež?k zinu pirm?s rindi?as vai piedzied?jumu;1;0;0;0;0;0;1;0;0;Piln?b? piekr?tu;Dr?z?k piekr?tu;Da??ji, bet ne piln?b?;Gr?ti pateikt;Tas ir ?oti svar?gi;0.926432995
846;Visi respondenti;V?rietis;66.00;64 - 75;1952;Prec?jies (-usies) vai dz?vo ar partneri;5;Gr?ti pateikt;Dz?vokl? daudzdz?vok?u m?ja;Augst?k?;Augst?k?;Krievs (-iete);Cits (-ta);Krievu;J?;Nestr?d?;Pension?rs (-e);Nestr?d?jošie;300.00;Eur 251 - Eur 350;Pier?ga;Vidzeme;Ogres novads;Ogres pils?ta;Cita pils?ta;RUS;14.03.2018 11:04;14.03.2018 10:54;14-MAR-2018;12:10:18 priekšp.;Cita pils?ta;N?;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;Nemaz neorient?jos šaj? žanr?;0;0;1;0;0;0;0;0;0;Piln?ba nepiekr?tu;Dr?z?k piekr?tu;N?, viss atkar?gs no iedzimt?m sp?j?m;N?;Tas nemaz nav svar?gi;1.074328398
848;Visi respondenti;Sieviete;50.00;45 - 54;1968;Prec?jies (-usies) vai dz?vo ar partneri;3;N?;Dz?vokl? daudzdz?vok?u m?ja;Augst?k?;Augst?k?;Ukrainis (-iete);Cits (-ta);Krievu;N?;Publiskaj? sektor? (valsts, pašvald?bas);Speci?lists, ier?dnis, nestr?d? fizisku darbu;Str?d?jošie;500.00;Eur 500 - Eur 699;R?ga;R?ga;R?ga;R?ga;R?ga;RUS;14.03.2018 11:00;14.03.2018 10:55;14-MAR-2018;12:05:38 priekšp.;R?ga;N?;0;1;0;0;0;1;0;0;0;1;0;0;0;1;0;Popul?r?kaj?m dziesm?m varu nodzied?t dažus pantus;0;0;0;1;0;0;1;0;0;Piln?b? piekr?tu;Gr?ti pateikt;J?;J?, bet nav konkr?tu nodomu vai ap?emšan?s to dar?t;Tas ir dr?z?k svar?gi;0.922646348
849;Visi respondenti;Sieviete;64.00;64 - 75;1954;Atraitnis (-e);2;N?;Dz?vokl? daudzdz?vok?u m?ja;Augst?k?;Augst?k?;Polis (-iete);Cits (-ta);Latviešu;J?;Publiskaj? sektor? (valsts, pašvald?bas);Speci?lists, ier?dnis, nestr?d? fizisku darbu;Str?d?jošie;284.00;Eur 251 - Eur 350;R?ga;R?ga;R?ga;R?ga;R?ga;LAT;14.03.2018 11:12;14.03.2018 10:55;14-MAR-2018;12:17:40 priekšp.;R?ga;J?;0;0;0;0;0;1;1;0;0;0;1;0;1;0;0;Dziesmas atpaz?stu, bet pats nodzied?t nem?c?tu;0;0;0;1;0;0;0;0;0;Piln?b? piekr?tu;Dr?z?k nepiekr?tu;Da??ji, bet ne piln?b?;J?, bet nav konkr?tu nodomu vai ap?emšan?s to dar?t;Tas ir ?oti svar?gi;0.944502424
850;Visi respondenti;Sieviete;47.00;45 - 54;1971;Prec?jies (-usies) vai dz?vo ar partneri;4;N?;Dz?vokl? daudzdz?vok?u m?ja;Augst?k?;Augst?k?;Latvietis (-te);Latvietis (-te);Latviešu;J?;Publiskaj? sektor? (valsts, pašvald?bas);Speci?lists, ier?dnis, nestr?d? fizisku darbu;Str?d?jošie;Gr?ti pateikt/NA;Gr?ti pateikt/ nev?los atbild?t;Pier?ga;Zemgale;Tukuma novads;Tukuma pils?ta;Cita pils?ta;LAT;14.03.2018 11:07;14.03.2018 10:55;14-MAR-2018;12:11:27 priekšp.;Cita pils?ta;N?;0;0;0;0;0;0;0;1;0;1;0;1;0;0;0;Dziesmas atpaz?stu, bet pats nodzied?t nem?c?tu;0;0;1;0;0;0;0;0;0;Dr?z?k piekr?tu;Dr?z?k piekr?tu;Da??ji, bet ne piln?b?;N?;Tas dr?z?k nav svar?gi;0.847083919
851;Visi respondenti;Sieviete;32.00;25 - 34;1986;Prec?jies (-usies) vai dz?vo ar partneri;2;N?;Dz?vokl? daudzdz?vok?u m?ja;Augst?k?;Augst?k?;Latvietis (-te);Latvietis (-te);Krievu;J?;Publiskaj? sektor? (valsts, pašvald?bas);Speci?lists, ier?dnis, nestr?d? fizisku darbu;Str?d?jošie;Gr?ti pateikt/NA;Gr?ti pateikt/ nev?los atbild?t;Latgale;Latgale;R?zekne;R?zekne;Cita pils?ta;LAT;14.03.2018 11:07;14.03.2018 10:56;14-MAR-2018;12:11:38 priekšp.;Liel?s pils?tas;N?;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;Nemaz neorient?jos šaj? žanr?;0;0;0;0;0;0;0;1;0;Dr?z?k piekr?tu;Dr?z?k piekr?tu;Da??ji, bet ne piln?b?;N?;Gr?ti pateikt;1.175961848
855;Visi respondenti;V?rietis;43.00;35 - 44;1975;Atraitnis (-e);2;J?;Savrupm?ja, priv?tm?ja;Vid?j?;Vid?j?, vid?j? profesion?l?;Latvietis (-te);Latvietis (-te);Latviešu;J?;Nestr?d?;Pension?rs (-e);Nestr?d?jošie;300.00;Eur 251 - Eur 350;Latgale;Latgale;R?zeknes novads;V?r?mu pagasts;Lauki;LAT;14.03.2018 11:08;14.03.2018 11:01;14-MAR-2018;12:07:31 priekšp.;Lauku teritorija;J?;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;Visbiež?k zinu pirm?s rindi?as vai piedzied?jumu;1;0;1;0;1;0;0;0;0;Piln?b? piekr?tu;Dr?z?k nepiekr?tu;J?;N?;Tas ir dr?z?k svar?gi;0.972582309
856;Visi respondenti;Sieviete;46.00;45 - 54;1972;Prec?jies (-usies) vai dz?vo ar partneri;4;J?;Dz?vokl? daudzdz?vok?u m?ja;Profesion?l? vid?j?/ vid?j? speci?l?;Vid?j?, vid?j? profesion?l?;Lietuvietis (-te);Cits (-ta);Latviešu;J?;Priv?taj? sektor?;Ir savs uz??mums, individu?lais darbs;Str?d?jošie;290.00;Eur 251 - Eur 350;Pier?ga;Vidzeme;Ogres novads;Ogres pils?ta;Cita pils?ta;LAT;14.03.2018 11:17;14.03.2018 11:01;14-MAR-2018;12:15:28 priekšp.;Cita pils?ta;N?;0;0;1;1;0;1;0;0;0;1;0;0;0;0;0;Popul?r?kaj?m dziesm?m varu nodzied?t dažus pantus;1;0;0;0;0;0;0;0;0;Piln?b? piekr?tu;Dr?z?k nepiekr?tu;J?;J?, bet nav konkr?tu nodomu vai ap?emšan?s to dar?t;Tas ir dr?z?k svar?gi;1.008382504
857;Visi respondenti;V?rietis;35.00;35 - 44;1983;Prec?jies (-usies) vai dz?vo ar partneri;2;N?;Dz?vokl? daudzdz?vok?u m?ja;Augst?k?;Augst?k?;Latvietis (-te);Latvietis (-te);Krievu;J?;Publiskaj? sektor? (valsts, pašvald?bas);Speci?lists, ier?dnis, nestr?d? fizisku darbu;Str?d?jošie;700.00;Eur 700 un vair?k;Latgale;Latgale;Daugavpils;Daugavpils;Cita pils?ta;RUS;14.03.2018 11:09;14.03.2018 11:02;14-MAR-2018;12:07:24 priekšp.;Liel?s pils?tas;N?;0;0;0;1;0;1;0;0;0;1;0;1;0;0;0;Dziesmas atpaz?stu, bet pats nodzied?t nem?c?tu;0;0;0;0;0;0;0;0;1;Dr?z?k piekr?tu;Dr?z?k piekr?tu;Da??ji, bet ne piln?b?;N?;Tas ir dr?z?k svar?gi;0.972582309
860;Visi respondenti;Sieviete;34.00;25 - 34;1984;Neprec?jies (-usies);5;J?;Dz?vokl? daudzdz?vok?u m?ja;Vid?j?;Vid?j?, vid?j? profesion?l?;Krievs (-iete);Cits (-ta);Krievu;J?;Priv?taj? sektor?;Speci?lists, ier?dnis, nestr?d? fizisku darbu;Str?d?jošie;650.00;Eur 500 - Eur 699;Pier?ga;Vidzeme;?dažu novads;?dažu novads;Lauki;RUS;14.03.2018 11:12;14.03.2018 11:04;14-MAR-2018;12:08:46 priekšp.;Lauku teritorija;N?;0;0;0;0;1;1;1;0;1;1;0;1;0;1;0;Visbiež?k zinu pirm?s rindi?as vai piedzied?jumu;1;0;0;0;1;0;1;0;0;Dr?z?k piekr?tu;Gr?ti pateikt;N?, viss atkar?gs no iedzimt?m sp?j?m;J?, bet nav konkr?tu nodomu vai ap?emšan?s to dar?t;Gr?ti pateikt;1.311978639
865;Visi respondenti;Sieviete;23.00;18 - 24;1995;Neprec?jies (-usies);3;N?;Savrupm?ja, priv?tm?ja;Augst?k?;Augst?k?;Cits (-ta);Cits (-ta);Krievu;J?;Priv?taj? sektor?;Str?dnieks, str?d? fizisku darbu;Str?d?jošie;460.00;Eur 351 - Eur 499;R?ga;R?ga;R?ga;R?ga;R?ga;RUS;14.03.2018 11:15;14.03.2018 11:10;14-MAR-2018;12:05:39 priekšp.;R?ga;N?;0;0;0;1;0;1;0;0;1;1;0;1;0;0;0;Popul?r?kaj?m dziesm?m varu nodzied?t dažus pantus;0;0;0;0;0;0;0;0;1;Piln?b? piekr?tu;Gr?ti pateikt;Da??ji, bet ne piln?b?;J?, bet nav konkr?tu nodomu vai ap?emšan?s to dar?t;Tas ir dr?z?k svar?gi;1.428043822
867;Visi respondenti;Sieviete;36.00;35 - 44;1982;Prec?jies (-usies) vai dz?vo ar partneri;2;N?;Dz?vokl? daudzdz?vok?u m?ja;Augst?k?;Augst?k?;Krievs (-iete);Cits (-ta);Krievu;J?;Publiskaj? sektor? (valsts, pašvald?bas);Speci?lists, ier?dnis, nestr?d? fizisku darbu;Str?d?jošie;Gr?ti pateikt/NA;Gr?ti pateikt/ nev?los atbild?t;R?ga;R?ga;R?ga;R?ga;R?ga;RUS;14.03.2018 11:15;14.03.2018 11:11;14-MAR-2018;12:03:59 priekšp.;R?ga;N?;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;Nemaz neorient?jos šaj? žanr?;0;0;0;0;0;0;0;0;1;Piln?b? piekr?tu;Dr?z?k piekr?tu;J?;N?;Tas dr?z?k nav svar?gi;0.953950674
871;Visi respondenti;Sieviete;64.00;64 - 75;1954;Š??ries (-usies) vai nedz?vo kop? ar v?ru/ sievu;1;N?;Dz?vokl? daudzdz?vok?u m?ja;Augst?k?;Augst?k?;Krievs (-iete);Cits (-ta);Krievu;J?;Nestr?d?;Pension?rs (-e);Nestr?d?jošie;239.00;Eur 0 - Eur 250;Vidzeme;Vidzeme;Al?ksnes novads;Al?ksnes pils?ta;Cita pils?ta;RUS;14.03.2018 11:19;14.03.2018 11:15;14-MAR-2018;12:04:29 priekšp.;Cita pils?ta;Gr?ti pateikt;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;Gr?ti pateikt;0;0;0;0;0;0;0;0;1;Dr?z?k piekr?tu;Gr?ti pateikt;Da??ji, bet ne piln?b?;Gr?ti pateikt;Gr?ti pateikt;1.181262788
873;Visi respondenti;Sieviete;61.00;55 - 63;1957;Prec?jies (-usies) vai dz?vo ar partneri;5;J?;Savrupm?ja, priv?tm?ja;Augst?k?;Augst?k?;Krievs (-iete);Cits (-ta);Latviešu;J?;Priv?taj? sektor?;Augst?k? vai vid?j? l?me?a vad?t?js;Str?d?jošie;350.00;Eur 251 - Eur 350;Kurzeme;Kurzeme;N?cas novads;N?cas pagasts;Lauki;LAT;14.03.2018 11:34;14.03.2018 11:19;14-MAR-2018;12:15:08 priekšp.;Lauku teritorija;J?;0;0;0;0;1;1;1;1;0;1;0;0;0;1;0;Visbiež?k zinu pirm?s rindi?as vai piedzied?jumu;1;0;1;0;0;0;1;0;0;Dr?z?k piekr?tu;Piln?b? piekr?tu;Da??ji, bet ne piln?b?;N?;Tas ir dr?z?k svar?gi;0.860495096
877;Visi respondenti;V?rietis;75.00;64 - 75;1943;Prec?jies (-usies) vai dz?vo ar partneri;2;J?;Dz?vokl? daudzdz?vok?u m?ja;Augst?k?;Augst?k?;Latvietis (-te);Latvietis (-te);Latviešu;J?;Publiskaj? sektor? (valsts, pašvald?bas);Speci?lists, ier?dnis, nestr?d? fizisku darbu;Str?d?jošie;800.00;Eur 700 un vair?k;R?ga;R?ga;R?ga;R?ga;R?ga;LAT;14.03.2018 11:44;14.03.2018 11:20;14-MAR-2018;12:23:20 priekšp.;R?ga;J?;0;1;0;0;1;1;0;0;0;1;0;0;1;0;0;?oti labi p?rzinu;0;1;0;0;1;0;1;0;0;Piln?b? piekr?tu;Piln?ba nepiekr?tu;Da??ji, bet ne piln?b?;J?, bet nav konkr?tu nodomu vai ap?emšan?s to dar?t;Tas ir ?oti svar?gi;0.837053598
878;Visi respondenti;V?rietis;75.00;64 - 75;1943;Prec?jies (-usies) vai dz?vo ar partneri;2;N?;Dz?vokl? daudzdz?vok?u m?ja;Augst?k?;Augst?k?;Krievs (-iete);Cits (-ta);Krievu;J?;Nestr?d?;Pension?rs (-e);Nestr?d?jošie;330.00;Eur 251 - Eur 350;Latgale;Latgale;R?zeknes novads;Maltas pagasts;Lauki;RUS;14.03.2018 11:29;14.03.2018 11:21;14-MAR-2018;12:07:53 priekšp.;Lauku teritorija;J?;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;Popul?r?kaj?m dziesm?m varu nodzied?t dažus pantus;0;1;0;0;0;0;0;0;0;Dr?z?k piekr?tu;Dr?z?k piekr?tu;Da??ji, bet ne piln?b?;N?;Tas ir dr?z?k svar?gi;1.130829882
879;Visi respondenti;V?rietis;50.00;45 - 54;1968;Prec?jies (-usies) vai dz?vo ar partneri;4;J?;Dz?vokl? daudzdz?vok?u m?ja;Profesion?l? vid?j?/ vid?j? speci?l?;Vid?j?, vid?j? profesion?l?;Krievs (-iete);Cits (-ta);Krievu;J?;Priv?taj? sektor?;Str?dnieks, str?d? fizisku darbu;Str?d?jošie;1200.00;Eur 700 un vair?k;Pier?ga;Vidzeme;Salaspils novads;Salaspils pils?ta;Cita pils?ta;RUS;14.03.2018 11:26;14.03.2018 11:21;14-MAR-2018;12:04:51 priekšp.;Cita pils?ta;N?;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;Nemaz neorient?jos šaj? žanr?;0;0;0;0;0;0;0;0;1;Gr?ti pateikt;Gr?ti pateikt;Da??ji, bet ne piln?b?;N?;Tas nemaz nav svar?gi;1.049468109
880;Visi respondenti;Sieviete;45.00;45 - 54;1973;Prec?jies (-usies) vai dz?vo ar partneri;4;J?;Dz?vokl? daudzdz?vok?u m?ja;Augst?k?;Augst?k?;Latvietis (-te);Latvietis (-te);Latviešu;J?;Priv?taj? sektor?;Augst?k? vai vid?j? l?me?a vad?t?js;Str?d?jošie;400.00;Eur 351 - Eur 499;R?ga;R?ga;R?ga;R?ga;R?ga;LAT;14.03.2018 11:26;14.03.2018 11:22;14-MAR-2018;12:04:14 priekšp.;R?ga;N?;0;0;0;0;0;0;1;0;0;1;0;1;0;0;0;Popul?r?kaj?m dziesm?m varu nodzied?t dažus pantus;0;1;0;0;0;1;1;0;0;Dr?z?k piekr?tu;Gr?ti pateikt;J?;N?;Tas ir ?oti svar?gi;0.785672431
882;Visi respondenti;Sieviete;62.00;55 - 63;1956;Atraitnis (-e);1;N?;Savrupm?ja, priv?tm?ja;Profesion?l? vid?j?/ vid?j? speci?l?;Vid?j?, vid?j? profesion?l?;Latvietis (-te);Latvietis (-te);Latviešu;J?;Priv?taj? sektor?;Ir savs uz??mums, individu?lais darbs;Str?d?jošie;300.00;Eur 251 - Eur 350;Latgale;Latgale;L?v?nu novads;Rudz?tu pagasts;Lauki;LAT;15.03.2018 07:26;14.03.2018 11:23;14-MAR-2018;8:02:24 p?cp.;Lauku teritorija;N?;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;Popul?r?kaj?m dziesm?m varu nodzied?t dažus pantus;1;0;0;0;0;0;0;0;0;Dr?z?k piekr?tu;Gr?ti pateikt;N?, viss atkar?gs no iedzimt?m sp?j?m;N?;Tas ir dr?z?k svar?gi;0.891211576
883;Visi respondenti;Sieviete;22.00;18 - 24;1996;Š??ries (-usies) vai nedz?vo kop? ar v?ru/ sievu;3;J?;Dz?vokl? daudzdz?vok?u m?ja;Vid?j?;Vid?j?, vid?j? profesion?l?;Latvietis (-te);Latvietis (-te);Latviešu;J?;Nestr?d?;M?jsaimniece (-ks), b?rna kopšanas atva?in?jums;Nestr?d?jošie;600.00;Eur 500 - Eur 699;Kurzeme;Kurzeme;Liep?ja;Liep?ja;Cita pils?ta;LAT;14.03.2018 11:29;14.03.2018 11:24;14-MAR-2018;12:05:44 priekšp.;Liel?s pils?tas;J?;0;1;0;1;1;1;1;1;1;1;0;1;1;0;0;Visbiež?k zinu pirm?s rindi?as vai piedzied?jumu;0;1;0;0;0;0;1;0;0;Dr?z?k piekr?tu;Piln?b? piekr?tu;Da??ji, bet ne piln?b?;J?, bet nav konkr?tu nodomu vai ap?emšan?s to dar?t;Tas ir ?oti svar?gi;1.150196032
884;Visi respondenti;Sieviete;51.00;45 - 54;1967;Prec?jies (-usies) vai dz?vo ar partneri;2;N?;Dz?vokl? daudzdz?vok?u m?ja;Augst?k?;Augst?k?;Krievs (-iete);Cits (-ta);Krievu;J?;Publiskaj? sektor? (valsts, pašvald?bas);Speci?lists, ier?dnis, nestr?d? fizisku darbu;Str?d?jošie;560.00;Eur 500 - Eur 699;Latgale;Latgale;Daugavpils;Daugavpils;Cita pils?ta;RUS;14.03.2018 11:32;14.03.2018 11:25;14-MAR-2018;12:07:20 priekšp.;Liel?s pils?tas;N?;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;Dziesmas atpaz?stu, bet pats nodzied?t nem?c?tu;0;0;0;0;0;0;0;1;0;Piln?b? piekr?tu;Dr?z?k piekr?tu;Da??ji, bet ne piln?b?;J?, bet nav konkr?tu nodomu vai ap?emšan?s to dar?t;Tas ir dr?z?k svar?gi;1.061415738
885;Visi respondenti;V?rietis;49.00;45 - 54;1969;Prec?jies (-usies) vai dz?vo ar partneri;7;J?;Savrupm?ja, priv?tm?ja;Profesion?l? vid?j?/ vid?j? speci?l?;Vid?j?, vid?j? profesion?l?;Latvietis (-te);Latvietis (-te);Latviešu;J?;Priv?taj? sektor?;Str?dnieks, str?d? fizisku darbu;Str?d?jošie;150.00;Eur 0 - Eur 250;Kurzeme;Kurzeme;Durbes novads;Vecpils pagasts;Lauki;LAT;14.03.2018 11:31;14.03.2018 11:25;14-MAR-2018;12:06:09 priekšp.;Lauku teritorija;Gr?ti pateikt;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;Visbiež?k zinu pirm?s rindi?as vai piedzied?jumu;1;1;0;0;0;0;1;0;0;Dr?z?k piekr?tu;Dr?z?k piekr?tu;J?;Gr?ti pateikt;Tas ir dr?z?k svar?gi;0.773409569
886;Visi respondenti;Sieviete;68.00;64 - 75;1950;Atraitnis (-e);1;N?;Savrupm?ja, priv?tm?ja;Augst?k?;Augst?k?;V?cietis (-te);Cits (-ta);Krievu;N?;Nestr?d?;Pension?rs (-e);Nestr?d?jošie;190.00;Eur 0 - Eur 250;Kurzeme;Kurzeme;Ventspils;Ventspils;Cita pils?ta;RUS;14.03.2018 11:33;14.03.2018 11:25;14-MAR-2018;12:08:12 priekšp.;Liel?s pils?tas;N?;0;0;0;0;1;0;1;1;0;0;0;0;1;0;0;Dziesmas atpaz?stu, bet pats nodzied?t nem?c?tu;1;1;0;0;0;0;1;0;0;Piln?b? piekr?tu;Dr?z?k piekr?tu;J?;J?, bet nav konkr?tu nodomu vai ap?emšan?s to dar?t;Tas ir dr?z?k svar?gi;0.893361351
887;Visi respondenti;Sieviete;30.00;25 - 34;1988;Prec?jies (-usies) vai dz?vo ar partneri;2;N?;Dz?vokl? daudzdz?vok?u m?ja;Augst?k?;Augst?k?;Latvietis (-te);Latvietis (-te);Latviešu;J?;Priv?taj? sektor?;Speci?lists, ier?dnis, nestr?d? fizisku darbu;Str?d?jošie;Gr?ti pateikt/NA;Gr?ti pateikt/ nev?los atbild?t;Vidzeme;Vidzeme;Gulbenes novads;Gulbenes pils?ta;Cita pils?ta;LAT;14.03.2018 11:30;14.03.2018 11:25;14-MAR-2018;12:04:34 priekšp.;Cita pils?ta;J?;0;0;0;1;0;0;1;1;0;1;0;1;0;0;0;Visbiež?k zinu pirm?s rindi?as vai piedzied?jumu;0;1;1;0;0;1;0;0;0;Dr?z?k piekr?tu;Gr?ti pateikt;Da??ji, bet ne piln?b?;N?;Gr?ti pateikt;1.278457874
892;Visi respondenti;Sieviete;33.00;25 - 34;1985;Neprec?jies (-usies);2;N?;Dz?vokl? daudzdz?vok?u m?ja;Augst?k?;Augst?k?;Latvietis (-te);Latvietis (-te);Latviešu;J?;Publiskaj? sektor? (valsts, pašvald?bas);Speci?lists, ier?dnis, nestr?d? fizisku darbu;Str?d?jošie;400.00;Eur 351 - Eur 499;R?ga;R?ga;R?ga;R?ga;R?ga;LAT;14.03.2018 11:36;14.03.2018 11:30;14-MAR-2018;12:05:13 priekšp.;R?ga;J?;0;0;0;0;1;1;1;0;0;1;0;1;0;0;0;Visbiež?k zinu pirm?s rindi?as vai piedzied?jumu;1;1;0;0;0;0;1;0;0;Piln?b? piekr?tu;Dr?z?k nepiekr?tu;J?;N?;Tas ir dr?z?k svar?gi;1.02221671
895;Visi respondenti;V?rietis;35.00;35 - 44;1983;Prec?jies (-usies) vai dz?vo ar partneri;6;J?;Savrupm?ja, priv?tm?ja;Vid?j?;Vid?j?, vid?j? profesion?l?;Latvietis (-te);Latvietis (-te);Latviešu;J?;Priv?taj? sektor?;Speci?lists, ier?dnis, nestr?d? fizisku darbu;Str?d?jošie;Gr?ti pateikt/NA;Gr?ti pateikt/ nev?los atbild?t;Pier?ga;Vidzeme;Garkalnes novads;G?rkalnes novads;Lauki;LAT;14.03.2018 11:36;14.03.2018 11:32;14-MAR-2018;12:03:35 priekšp.;Lauku teritorija;N?;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;Visbiež?k zinu pirm?s rindi?as vai piedzied?jumu;0;0;0;0;0;0;0;0;1;Dr?z?k piekr?tu;Dr?z?k piekr?tu;N?, viss atkar?gs no iedzimt?m sp?j?m;N?;Tas dr?z?k nav svar?gi;0.923987604
