ID,d_visi,Jūsu dzimums,Vecums,Vecums,Dzimšanas gads,Jūsu ģimenes stāvoklis,"Cik cilvēku dzīvo Jūsu mājsaimniecībā, ieskaitot Jūs","Vai Jūsu ģimenē ir bērni vecumā līdz 18 gadiem (ieskaitot), kuri dzīvo kopā ar Jums?",Jūs dzīvojat…,Kāda ir Jūsu izglītība?,Izglītība,Kāda ir Jūsu tautība?,Tautība,Kādā valodā galvenokārt Jūs runājat ģimenē?,Vai Jums ir LR pilsonība?,Kādā sektorā Jūs strādājat:,Pamatnodarbošanās (Zemnieks pie pašnodarbinātā),Pamatnodarbošanās,Mēneša vidējie ienākumi uz vienu ģimenes locekli (kopējais),Mēneša vidējie ienākumi uz vienu ģimenes locekli (kvintiles),Reģions,Reģions (vēlēš. apg.),Novads,"Lūdzu, atzīmējiet, kurā pilsētā vai pagastā Jūs dzīvojat. Ja Jums ir vairākas dzīvesvietas, lūdzu, atzīmējiet to, kur Jūs dzīvojat visbiežāk.",Apdzīvota vieta,Kādā valodā notika intervija?,Intervijas beigu laiks,Intervijas sākuma laiks,Intervijas datums,Intervijas garums (min),Apdzīvota vieta,"Vai ģimenē, kurā Jūs uzaugāt, bija kādas ar dziedāšanu saistītas tradīcijas (šūpuļdziesmas, jubilāra apsveikšana dziedot, dziedāšana saviesīgos mājas pasākumos, mājas ballītēs, vecāki dziedāja korī u.tml.)?","Lūdzu, atzīmējiet visus apgalvojumus, kuri raksturo Jūsu dziedāšanas paradumus. - Dziedu korī",Dungoju ik uz soļa,Mēdzu dziedāt līdzi vai kā dalībnieks Dziesmu svētku koncertos,Mēdzu dziedāt līdzi citos koncertos,Mēdzu dziedāt pie Jāņu ugunskura,"Dziedu līdzi, kad svinīgos brīžos tiek dziedāta valsts himna","Mēdzu dziedāt, apsveicot jubilāru","Dažkārt mēdzu dziedāt ballītēs, saviesīgos pasākumos",Mēdzu dziedāt dušā,"Dažkārt dziedu vienatnē, attiecīgā garastāvoklī, kad spēlē dziesmu, kura man patīk","Mēdzu dziedāt baznīcā, Dievkalpojumos","Mēdzu dziedāt, braucot automašīnā",Mēdzu dziedāt bērniem/ kopā ar bērniem,Mēdzu dziedāt citās situācijās,Nekad nedziedu,Cik labi Jūs pārzināt latviešu tautasdziesmas?,Kuras trīs no šīm tautasdziesmām Jums patīk vislabāk? - Skaisti dziedi lakstīgala,"Tumša nakte, zaļa zāle","Āvu, āvu baltas kājas",Rīga dimd,"Kur tu skriesi, vanadziņ(i)",Krauklīt’s sēž ozolā,"Pūt, vējiņi",Neviena,Grūti pateikt,"Vai Jūs piekrītat apgalvojumam, ka latvieši ir dziedātāju tauta?","Vai Jūs piekrītat apgalvojumam, ka mūsu dienās latvieši ir mazākā mērā dziedātāju tauta, nekā pusi gadsimta atpakaļ?","Vai, Jūsuprāt, dziedātprasme ir apgūstama?",Vai Jūs vēlētos iemācīties dziedāt labāk?,"Cik Jums ir svarīgi, lai bērni Latvijā turpina dziedāšanas tradīcijas?",weight
797,Visi respondenti,Vīrietis,57.00,55 - 63,1961,Šķīries (-usies) vai nedzīvo kopā ar vīru/ sievu,4,Nē,Dzīvoklī daudzdzīvokļu māja,Augstākā,Augstākā,Latvietis (-te),Latvietis (-te),Latviešu,Jā,Privātajā sektorā,"Ir savs uzņēmums, individuālais darbs",Strādājošie,390.00,Eur 351 - Eur 499,Rīga,Rīga,Rīga,Rīga,Rīga,LAT,14.03.2018 10:33,14.03.2018 10:24,14-MAR-2018,12:08:52 priekšp.,Rīga,Jā,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,Ļoti labi pārzinu,0,1,1,0,0,0,1,0,0,Pilnībā piekrītu,Pilnībā piekrītu,"Daļēji, bet ne pilnībā",Nē,Tas ir ļoti svarīgi,0.806258873
798,Visi respondenti,Sieviete,33.00,25 - 34,1985,Neprecējies (-usies),5,Jā,Dzīvoklī daudzdzīvokļu māja,Profesionālā vidējā/ vidējā speciālā,"Vidējā, vidējā profesionālā",Latvietis (-te),Latvietis (-te),Latviešu,Jā,Privātajā sektorā,"Strādnieks, strādā fizisku darbu",Strādājošie,150.00,Eur 0 - Eur 250,Zemgale,Zemgale,Jelgava,Jelgava,Cita pilsēta,LAT,14.03.2018 10:36,14.03.2018 10:25,14-MAR-2018,12:11:15 priekšp.,Lielās pilsētas,Jā,0,0,0,1,0,1,1,0,0,0,0,0,1,1,0,Visbiežāk zinu pirmās rindiņas vai piedziedājumu,0,1,0,1,0,0,1,0,0,Drīzāk piekrītu,Pilnībā piekrītu,"Daļēji, bet ne pilnībā","Jā, bet nav konkrētu nodomu vai apņemšanās to darīt",Tas ir drīzāk svarīgi,1.177464077
800,Visi respondenti,Sieviete,39.00,35 - 44,1979,Precējies (-usies) vai dzīvo ar partneri,6,Jā,"Savrupmāja, privātmāja",Augstākā,Augstākā,Latvietis (-te),Latvietis (-te),Latviešu,Jā,"Publiskajā sektorā (valsts, pašvaldības)","Speciālists, ierēdnis, nestrādā fizisku darbu",Strādājošie,750.00,Eur 700 un vairāk,Pierīga,Vidzeme,Ropažu novads,Ropažu novads,Lauki,LAT,14.03.2018 10:36,14.03.2018 10:26,14-MAR-2018,12:10:10 priekšp.,Lauku teritorija,Nē,0,0,1,1,0,1,1,0,0,1,0,0,1,0,0,Populārākajām dziesmām varu nodziedāt dažus pantus,0,1,1,0,0,0,0,0,0,Pilnībā piekrītu,Drīzāk nepiekrītu,Jā,"Jā, bet nav konkrētu nodomu vai apņemšanās to darīt",Tas ir ļoti svarīgi,0.887814433
801,Visi respondenti,Sieviete,67.00,64 - 75,1951,Atraitnis (-e),2,Nē,Dzīvoklī daudzdzīvokļu māja,Pamatizglītība vai nepabeigta vidējā,Pamatizglītība,Latvietis (-te),Latvietis (-te),Latviešu,Jā,Nestrādā,Pensionārs (-e),Nestrādājošie,Grūti pateikt/NA,Grūti pateikt/ nevēlos atbildēt,Zemgale,Zemgale,Vecumnieku novads,Vecumnieku pagasts,Lauki,LAT,14.03.2018 10:36,14.03.2018 10:27,14-MAR-2018,12:19:34 priekšp.,Lauku teritorija,Nē,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,Visbiežāk zinu pirmās rindiņas vai piedziedājumu,1,0,0,0,0,0,1,0,0,Drīzāk piekrītu,Drīzāk piekrītu,"Daļēji, bet ne pilnībā",Nē,Tas ir drīzāk svarīgi,0.926432995
802,Visi respondenti,Vīrietis,63.00,55 - 63,1955,Precējies (-usies) vai dzīvo ar partneri,2,Nē,Dzīvoklī daudzdzīvokļu māja,Profesionālā vidējā/ vidējā speciālā,"Vidējā, vidējā profesionālā",Latvietis (-te),Latvietis (-te),Latviešu,Jā,Nestrādā,Pensionārs (-e),Nestrādājošie,280.00,Eur 251 - Eur 350,Latgale,Latgale,Balvu novads,Balvu pilsēta,Cita pilsēta,LAT,14.03.2018 10:38,14.03.2018 10:27,14-MAR-2018,12:11:10 priekšp.,Cita pilsēta,Jā,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,"Dziesmas atpazīstu, bet pats nodziedāt nemācētu",0,0,0,0,1,0,0,0,0,Drīzāk piekrītu,Grūti pateikt,"Daļēji, bet ne pilnībā",Nē,Tas ir drīzāk svarīgi,0.927523161
803,Visi respondenti,Sieviete,71.00,64 - 75,1947,Atraitnis (-e),5,Jā,Dzīvoklī daudzdzīvokļu māja,Vidējā,"Vidējā, vidējā profesionālā",Latvietis (-te),Latvietis (-te),Latviešu,Jā,Nestrādā,Pensionārs (-e),Nestrādājošie,200.00,Eur 0 - Eur 250,Latgale,Latgale,Rēzekne,Rēzekne,Cita pilsēta,LAT,14.03.2018 10:41,14.03.2018 10:27,14-MAR-2018,12:13:28 priekšp.,Lielās pilsētas,Jā,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,Populārākajām dziesmām varu nodziedāt dažus pantus,0,0,1,0,1,0,1,0,0,Pilnībā piekrītu,Drīzāk piekrītu,Jā,"Jā, bet nav konkrētu nodomu vai apņemšanās to darīt",Tas ir ļoti svarīgi,0.925251035
804,Visi respondenti,Vīrietis,47.00,45 - 54,1971,Precējies (-usies) vai dzīvo ar partneri,2,Nē,"Savrupmāja, privātmāja",Profesionālā vidējā/ vidējā speciālā,"Vidējā, vidējā profesionālā",Krievs (-iete),Cits (-ta),Krievu,Nē,"Publiskajā sektorā (valsts, pašvaldības)","Speciālists, ierēdnis, nestrādā fizisku darbu",Strādājošie,500.00,Eur 500 - Eur 699,Latgale,Latgale,Daugavpils,Daugavpils,Cita pilsēta,RUS,14.03.2018 10:38,14.03.2018 10:29,14-MAR-2018,12:09:24 priekšp.,Lielās pilsētas,Jā,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,Nemaz neorientējos šajā žanrā,0,0,0,0,0,0,0,0,1,Drīzāk piekrītu,Drīzāk piekrītu,"Daļēji, bet ne pilnībā",Nē,Tas ir drīzāk svarīgi,1.104662132
805,Visi respondenti,Vīrietis,75.00,64 - 75,1943,Precējies (-usies) vai dzīvo ar partneri,2,Nē,"Savrupmāja, privātmāja",Augstākā,Augstākā,Latvietis (-te),Latvietis (-te),Latviešu,Jā,Nestrādā,Pensionārs (-e),Nestrādājošie,450.00,Eur 351 - Eur 499,Pierīga,Vidzeme,Saulkrastu novads,Saulkrastu pilsēta,Cita pilsēta,LAT,14.03.2018 10:42,14.03.2018 10:29,14-MAR-2018,12:13:10 priekšp.,Cita pilsēta,Jā,0,0,0,0,0,1,1,1,0,1,0,1,1,0,0,Populārākajām dziesmām varu nodziedāt dažus pantus,0,1,0,1,0,0,1,0,0,Drīzāk nepiekrītu,Pilnībā piekrītu,"Daļēji, bet ne pilnībā",Nē,Tas ir ļoti svarīgi,0.914836119
806,Visi respondenti,Vīrietis,51.00,45 - 54,1967,Precējies (-usies) vai dzīvo ar partneri,3,Jā,Dzīvoklī daudzdzīvokļu māja,Augstākā,Augstākā,Baltkrievs (-iete),Cits (-ta),Krievu,Jā,Nestrādā,Bezdarbnieks,Nestrādājošie,Grūti pateikt/NA,Grūti pateikt/ nevēlos atbildēt,Zemgale,Zemgale,Jelgava,Jelgava,Cita pilsēta,RUS,14.03.2018 10:39,14.03.2018 10:29,14-MAR-2018,12:09:28 priekšp.,Lielās pilsētas,Jā,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,Nemaz neorientējos šajā žanrā,0,0,0,0,0,0,0,0,1,Pilnībā piekrītu,Drīzāk piekrītu,"Daļēji, bet ne pilnībā",Nē,Tas nemaz nav svarīgi,1.10607328
807,Visi respondenti,Vīrietis,43.00,35 - 44,1975,Precējies (-usies) vai dzīvo ar partneri,5,Jā,"Savrupmāja, privātmāja",Augstākā,Augstākā,Baltkrievs (-iete),Cits (-ta),Krievu,Jā,Privātajā sektorā,"Ir savs uzņēmums, individuālais darbs",Strādājošie,300.00,Eur 251 - Eur 350,Latgale,Latgale,Daugavpils,Daugavpils,Cita pilsēta,RUS,14.03.2018 10:37,14.03.2018 10:30,14-MAR-2018,12:06:54 priekšp.,Lielās pilsētas,Jā,0,0,0,1,1,0,1,0,1,0,0,0,1,0,0,Nemaz neorientējos šajā žanrā,0,0,0,0,0,0,0,0,1,Drīzāk piekrītu,Grūti pateikt,"Daļēji, bet ne pilnībā",Nē,Tas nemaz nav svarīgi,1.142142043
808,Visi respondenti,Sieviete,55.00,55 - 63,1963,Precējies (-usies) vai dzīvo ar partneri,3,Nē,Dzīvoklī daudzdzīvokļu māja,Vidējā,"Vidējā, vidējā profesionālā",Latvietis (-te),Latvietis (-te),Latviešu,Jā,Privātajā sektorā,"Speciālists, ierēdnis, nestrādā fizisku darbu",Strādājošie,345.00,Eur 251 - Eur 350,Rīga,Rīga,Rīga,Rīga,Rīga,LAT,14.03.2018 10:43,14.03.2018 10:30,14-MAR-2018,12:12:47 priekšp.,Rīga,Nē,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Visbiežāk zinu pirmās rindiņas vai piedziedājumu,0,0,0,0,0,0,1,0,0,Drīzāk piekrītu,Drīzāk nepiekrītu,"Daļēji, bet ne pilnībā","Jā, bet nav konkrētu nodomu vai apņemšanās to darīt",Tas ir drīzāk svarīgi,0.774694662
810,Visi respondenti,Sieviete,52.00,45 - 54,1966,Precējies (-usies) vai dzīvo ar partneri,4,Nē,"Savrupmāja, privātmāja",Augstākā,Augstākā,Latvietis (-te),Latvietis (-te),Latviešu,Jā,"Publiskajā sektorā (valsts, pašvaldības)",Augstākā vai vidējā līmeņa vadītājs,Strādājošie,450.00,Eur 351 - Eur 499,Kurzeme,Kurzeme,Skrundas novads,Skrundas pilsēta,Cita pilsēta,LAT,14.03.2018 10:37,14.03.2018 10:32,14-MAR-2018,12:05:02 priekšp.,Cita pilsēta,Jā,1,1,1,1,1,1,1,1,0,1,0,0,1,1,0,Ļoti labi pārzinu,0,1,0,0,0,1,1,0,0,Pilnībā piekrītu,Drīzāk nepiekrītu,Jā,Nē,Tas ir ļoti svarīgi,0.743131374
811,Visi respondenti,Sieviete,75.00,64 - 75,1943,Atraitnis (-e),1,Nē,"Savrupmāja, privātmāja",Augstākā,Augstākā,Latvietis (-te),Latvietis (-te),Latviešu,Jā,Nestrādā,Pensionārs (-e),Nestrādājošie,580.00,Eur 500 - Eur 699,Kurzeme,Kurzeme,Priekules novads,Virgas pagasts,Lauki,LAT,14.03.2018 10:43,14.03.2018 10:32,14-MAR-2018,12:10:35 priekšp.,Lauku teritorija,Jā,0,0,1,0,1,1,1,0,0,0,0,0,1,1,0,Ļoti labi pārzinu,0,0,0,0,1,1,1,0,0,Pilnībā piekrītu,Drīzāk nepiekrītu,"Daļēji, bet ne pilnībā","Jā, bet nav konkrētu nodomu vai apņemšanās to darīt",Tas ir ļoti svarīgi,0.760735016
812,Visi respondenti,Vīrietis,41.00,35 - 44,1977,Neprecējies (-usies),2,Nē,Dzīvoklī daudzdzīvokļu māja,Augstākā,Augstākā,Latvietis (-te),Latvietis (-te),Latviešu,Jā,Privātajā sektorā,"Strādnieks, strādā fizisku darbu",Strādājošie,Grūti pateikt/NA,Grūti pateikt/ nevēlos atbildēt,Zemgale,Zemgale,Jelgavas novads,Elejas pagasts,Lauki,LAT,14.03.2018 10:50,14.03.2018 10:33,14-MAR-2018,12:17:43 priekšp.,Lauku teritorija,Nē,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Visbiežāk zinu pirmās rindiņas vai piedziedājumu,1,0,0,1,0,0,1,0,0,Drīzāk piekrītu,Drīzāk piekrītu,Jā,Nē,Tas ir drīzāk svarīgi,0.973824732
816,Visi respondenti,Vīrietis,43.00,35 - 44,1975,Precējies (-usies) vai dzīvo ar partneri,4,Jā,"Savrupmāja, privātmāja",Vidējā,"Vidējā, vidējā profesionālā",Latvietis (-te),Latvietis (-te),Latviešu,Jā,Privātajā sektorā,"Strādnieks, strādā fizisku darbu",Strādājošie,Grūti pateikt/NA,Grūti pateikt/ nevēlos atbildēt,Zemgale,Zemgale,Ozolnieku novads,Cenu pagasts,Lauki,LAT,14.03.2018 10:52,14.03.2018 10:35,14-MAR-2018,12:16:54 priekšp.,Lauku teritorija,Nē,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Nemaz neorientējos šajā žanrā,0,0,0,0,0,0,0,0,1,Grūti pateikt,Grūti pateikt,Grūti pateikt,Nē,Tas nemaz nav svarīgi,0.973824732
818,Visi respondenti,Sieviete,67.00,64 - 75,1951,Neprecējies (-usies),1,Nē,Dzīvoklī daudzdzīvokļu māja,Augstākā,Augstākā,Latvietis (-te),Latvietis (-te),Latviešu,Jā,Nestrādā,Pensionārs (-e),Nestrādājošie,350.00,Eur 251 - Eur 350,Vidzeme,Vidzeme,Gulbenes novads,Lejasciema pagasts,Lauki,LAT,14.03.2018 10:42,14.03.2018 10:36,14-MAR-2018,12:05:58 priekšp.,Lauku teritorija,Nē,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,Ļoti labi pārzinu,1,0,0,0,1,0,1,0,0,Pilnībā piekrītu,Drīzāk piekrītu,Jā,"Jā, un ir konkrēti nodomi vai apņemšanās to darīt",Tas ir ļoti svarīgi,1.005895279
819,Visi respondenti,Vīrietis,64.00,64 - 75,1954,Šķīries (-usies) vai nedzīvo kopā ar vīru/ sievu,1,Nē,Dzīvoklī daudzdzīvokļu māja,Augstākā,Augstākā,Latvietis (-te),Latvietis (-te),Latviešu,Jā,"Publiskajā sektorā (valsts, pašvaldības)",Augstākā vai vidējā līmeņa vadītājs,Strādājošie,700.00,Eur 700 un vairāk,Zemgale,Zemgale,Bauskas novads,Bauskas pilsēta,Cita pilsēta,LAT,14.03.2018 10:58,14.03.2018 10:37,14-MAR-2018,12:21:20 priekšp.,Cita pilsēta,Jā,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,Populārākajām dziesmām varu nodziedāt dažus pantus,0,1,0,0,0,1,1,0,0,Drīzāk piekrītu,Drīzāk nepiekrītu,"Daļēji, bet ne pilnībā","Jā, bet nav konkrētu nodomu vai apņemšanās to darīt",Tas ir drīzāk svarīgi,0.964179643
820,Visi respondenti,Sieviete,37.00,35 - 44,1981,Precējies (-usies) vai dzīvo ar partneri,2,Nē,Dzīvoklī daudzdzīvokļu māja,Augstākā,Augstākā,Latvietis (-te),Latvietis (-te),Latviešu,Jā,"Publiskajā sektorā (valsts, pašvaldības)","Speciālists, ierēdnis, nestrādā fizisku darbu",Strādājošie,Grūti pateikt/NA,Grūti pateikt/ nevēlos atbildēt,Rīga,Rīga,Rīga,Rīga,Rīga,LAT,14.03.2018 10:44,14.03.2018 10:38,14-MAR-2018,12:06:31 priekšp.,Rīga,Nē,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,"Dziesmas atpazīstu, bet pats nodziedāt nemācētu",0,1,0,0,1,1,0,0,0,Drīzāk nepiekrītu,Pilnībā piekrītu,"Daļēji, bet ne pilnībā","Jā, bet nav konkrētu nodomu vai apņemšanās to darīt",Tas drīzāk nav svarīgi,0.81232939
821,Visi respondenti,Vīrietis,46.00,45 - 54,1972,Precējies (-usies) vai dzīvo ar partneri,2,Nē,Dzīvoklī daudzdzīvokļu māja,Augstākā,Augstākā,Latvietis (-te),Latvietis (-te),Latviešu,Jā,Privātajā sektorā,"Speciālists, ierēdnis, nestrādā fizisku darbu",Strādājošie,1200.00,Eur 700 un vairāk,Rīga,Rīga,Rīga,Rīga,Rīga,LAT,14.03.2018 10:48,14.03.2018 10:39,14-MAR-2018,12:08:24 priekšp.,Rīga,Jā,0,0,1,0,1,1,1,1,0,0,0,0,0,0,0,Populārākajām dziesmām varu nodziedāt dažus pantus,0,1,0,1,1,0,0,0,0,Pilnībā piekrītu,Drīzāk nepiekrītu,Jā,Nē,Tas ir ļoti svarīgi,0.817683921
822,Visi respondenti,Sieviete,23.00,18 - 24,1995,Precējies (-usies) vai dzīvo ar partneri,2,Nē,Dzīvoklī daudzdzīvokļu māja,Profesionālā vidējā/ vidējā speciālā,"Vidējā, vidējā profesionālā",Latvietis (-te),Latvietis (-te),Latviešu,Jā,Nestrādā,"Skolnieks, students",Nestrādājošie,350.00,Eur 251 - Eur 350,Kurzeme,Kurzeme,Liepāja,Liepāja,Cita pilsēta,LAT,14.03.2018 10:44,14.03.2018 10:39,14-MAR-2018,12:05:04 priekšp.,Lielās pilsētas,Nē,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Visbiežāk zinu pirmās rindiņas vai piedziedājumu,0,0,1,0,0,1,0,0,0,Drīzāk piekrītu,Drīzāk piekrītu,"Daļēji, bet ne pilnībā","Jā, bet nav konkrētu nodomu vai apņemšanās to darīt",Tas ir ļoti svarīgi,1.150196032
823,Visi respondenti,Vīrietis,48.00,45 - 54,1970,Precējies (-usies) vai dzīvo ar partneri,4,Jā,Dzīvoklī daudzdzīvokļu māja,Augstākā,Augstākā,Latvietis (-te),Latvietis (-te),Latviešu,Jā,Privātajā sektorā,Augstākā vai vidējā līmeņa vadītājs,Strādājošie,Grūti pateikt/NA,Grūti pateikt/ nevēlos atbildēt,Latgale,Latgale,Daugavpils,Daugavpils,Cita pilsēta,LAT,14.03.2018 10:43,14.03.2018 10:39,14-MAR-2018,12:04:17 priekšp.,Lielās pilsētas,Jā,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,Visbiežāk zinu pirmās rindiņas vai piedziedājumu,1,0,0,0,0,0,0,0,0,Drīzāk nepiekrītu,Pilnībā piekrītu,Jā,Nē,Tas ir drīzāk svarīgi,0.940666577
824,Visi respondenti,Vīrietis,63.00,55 - 63,1955,Precējies (-usies) vai dzīvo ar partneri,2,Nē,Dzīvoklī daudzdzīvokļu māja,Profesionālā vidējā/ vidējā speciālā,"Vidējā, vidējā profesionālā",Latvietis (-te),Latvietis (-te),Latviešu,Jā,Nestrādā,Pensionārs (-e),Nestrādājošie,500.00,Eur 500 - Eur 699,Zemgale,Zemgale,Bauskas novads,Bauskas pilsēta,Cita pilsēta,LAT,14.03.2018 10:46,14.03.2018 10:40,14-MAR-2018,12:06:24 priekšp.,Cita pilsēta,Jā,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,Visbiežāk zinu pirmās rindiņas vai piedziedājumu,0,1,0,0,0,1,1,0,0,Drīzāk piekrītu,Drīzāk piekrītu,"Daļēji, bet ne pilnībā",Nē,Tas ir drīzāk svarīgi,0.928708023
826,Visi respondenti,Sieviete,56.00,55 - 63,1962,Precējies (-usies) vai dzīvo ar partneri,4,Nē,"Savrupmāja, privātmāja",Augstākā,Augstākā,Polis (-iete),Cits (-ta),Latviešu,Jā,Privātajā sektorā,Augstākā vai vidējā līmeņa vadītājs,Strādājošie,Grūti pateikt/NA,Grūti pateikt/ nevēlos atbildēt,Latgale,Latgale,Rēzekne,Rēzekne,Cita pilsēta,LAT,14.03.2018 10:46,14.03.2018 10:42,14-MAR-2018,12:04:28 priekšp.,Lielās pilsētas,Jā,1,0,1,0,1,1,1,0,0,0,1,0,1,1,0,Ļoti labi pārzinu,0,1,0,1,1,0,0,0,0,Drīzāk piekrītu,Drīzāk piekrītu,Jā,"Jā, bet nav konkrētu nodomu vai apņemšanās to darīt",Tas ir ļoti svarīgi,1.046585159
829,Visi respondenti,Sieviete,45.00,45 - 54,1973,Precējies (-usies) vai dzīvo ar partneri,5,Jā,"Savrupmāja, privātmāja",Augstākā,Augstākā,Latvietis (-te),Latvietis (-te),Latviešu,Jā,Nestrādā,Bezdarbnieks,Nestrādājošie,Grūti pateikt/NA,Grūti pateikt/ nevēlos atbildēt,Kurzeme,Kurzeme,Brocēnu novads,Blīdenes pagasts,Lauki,LAT,14.03.2018 11:01,14.03.2018 10:44,14-MAR-2018,12:17:23 priekšp.,Lauku teritorija,Jā,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,Populārākajām dziesmām varu nodziedāt dažus pantus,0,0,1,1,0,0,1,0,0,Pilnībā piekrītu,Drīzāk nepiekrītu,Jā,Nē,Tas ir ļoti svarīgi,0.743131374
831,Visi respondenti,Vīrietis,52.00,45 - 54,1966,Precējies (-usies) vai dzīvo ar partneri,3,Nē,Dzīvoklī daudzdzīvokļu māja,Profesionālā vidējā/ vidējā speciālā,"Vidējā, vidējā profesionālā",Latvietis (-te),Latvietis (-te),Latviešu,Jā,Nestrādā,Bezdarbnieks,Nestrādājošie,110.00,Eur 0 - Eur 250,Latgale,Latgale,Rēzekne,Rēzekne,Cita pilsēta,LAT,14.03.2018 10:53,14.03.2018 10:44,14-MAR-2018,12:08:39 priekšp.,Lielās pilsētas,Nē,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"Dziesmas atpazīstu, bet pats nodziedāt nemācētu",0,0,0,0,0,0,1,0,0,Pilnībā piekrītu,Pilnība nepiekrītu,"Daļēji, bet ne pilnībā",Nē,Tas ir ļoti svarīgi,0.940666577
833,Visi respondenti,Vīrietis,48.00,45 - 54,1970,Precējies (-usies) vai dzīvo ar partneri,3,Jā,Dzīvoklī daudzdzīvokļu māja,Augstākā,Augstākā,Krievs (-iete),Cits (-ta),Krievu,Jā,Privātajā sektorā,"Speciālists, ierēdnis, nestrādā fizisku darbu",Strādājošie,300.00,Eur 251 - Eur 350,Rīga,Rīga,Rīga,Rīga,Rīga,RUS,14.03.2018 10:48,14.03.2018 10:45,14-MAR-2018,12:03:44 priekšp.,Rīga,Nē,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"Dziesmas atpazīstu, bet pats nodziedāt nemācētu",0,0,0,0,0,0,1,0,0,Drīzāk piekrītu,Drīzāk piekrītu,"Daļēji, bet ne pilnībā","Jā, bet nav konkrētu nodomu vai apņemšanās to darīt",Tas ir drīzāk svarīgi,0.960238712
834,Visi respondenti,Sieviete,56.00,55 - 63,1962,Atraitnis (-e),4,Nē,Dzīvoklī daudzdzīvokļu māja,Augstākā,Augstākā,Krievs (-iete),Cits (-ta),Latviešu,Jā,"Publiskajā sektorā (valsts, pašvaldības)","Speciālists, ierēdnis, nestrādā fizisku darbu",Strādājošie,370.00,Eur 351 - Eur 499,Latgale,Latgale,Daugavpils,Daugavpils,Cita pilsēta,LAT,14.03.2018 12:39,14.03.2018 10:46,14-MAR-2018,1:52:46 priekšp.,Lielās pilsētas,Jā,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,Visbiežāk zinu pirmās rindiņas vai piedziedājumu,1,0,0,0,1,0,1,0,0,Pilnībā piekrītu,Drīzāk piekrītu,"Daļēji, bet ne pilnībā","Jā, bet nav konkrētu nodomu vai apņemšanās to darīt",Tas ir drīzāk svarīgi,1.046585159
835,Visi respondenti,Vīrietis,42.00,35 - 44,1976,Precējies (-usies) vai dzīvo ar partneri,4,Jā,Dzīvoklī daudzdzīvokļu māja,Vidējā,"Vidējā, vidējā profesionālā",Krievs (-iete),Cits (-ta),Krievu,Jā,"Publiskajā sektorā (valsts, pašvaldības)","Speciālists, ierēdnis, nestrādā fizisku darbu",Strādājošie,500.00,Eur 500 - Eur 699,Rīga,Rīga,Rīga,Rīga,Rīga,RUS,14.03.2018 11:14,14.03.2018 10:47,14-MAR-2018,12:27:25 priekšp.,Rīga,Jā,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,Nemaz neorientējos šajā žanrā,0,0,0,0,0,0,0,1,0,Drīzāk nepiekrītu,Pilnība nepiekrītu,"Daļēji, bet ne pilnībā","Jā, bet nav konkrētu nodomu vai apņemšanās to darīt",Tas ir drīzāk svarīgi,0.992818504
836,Visi respondenti,Vīrietis,42.00,35 - 44,1976,Precējies (-usies) vai dzīvo ar partneri,6,Jā,"Savrupmāja, privātmāja",Augstākā,Augstākā,Latvietis (-te),Latvietis (-te),Latviešu,Jā,Privātajā sektorā,"Speciālists, ierēdnis, nestrādā fizisku darbu",Strādājošie,220.00,Eur 0 - Eur 250,Zemgale,Zemgale,Bauskas novads,Bauskas pilsēta,Cita pilsēta,LAT,14.03.2018 10:50,14.03.2018 10:47,14-MAR-2018,12:03:18 priekšp.,Cita pilsēta,Nē,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Nemaz neorientējos šajā žanrā,0,1,0,0,0,0,0,0,0,Pilnībā piekrītu,Drīzāk nepiekrītu,Jā,"Jā, bet nav konkrētu nodomu vai apņemšanās to darīt",Tas ir ļoti svarīgi,0.973824732
